,restaurant_id,location,restaurant_name,address,lat,long,rating,price,category,review_count
404,7NqFIuXuRwm6WuuseLxAVw,World Trade Center,Delmonico's,56 Beaver St,40.70507,-74.01019000000001,4.0,$$$$,Steakhouses,1060
405,LpVbI-E9C-CSp7WhU5h2Iw,World Trade Center,Fishmarket Restaurant,111 South St,40.70717,-74.00192,4.5,$$,Seafood,547
406,Vs-3byrsBYwd_Cnfl0CyFw,World Trade Center,Bubby's Tribeca,120 Hudson St,40.719811799999995,-74.0083092,3.5,$$,American (Traditional),1377
407,iXSuNKKUBIrBX7zUerlQDQ,World Trade Center,Benares,45 Murray St,40.71415,-74.009209,4.0,$$,Indian,507
408,hvrQQ0YWqgw0__OnofqXag,World Trade Center,Kuu Ramen,20 John St,40.709678600000004,-74.0089569,4.0,$$,Ramen,652
409,WYhRkUATHRyXZrE55MArbA,World Trade Center,Scalini Fedeli,165 Duane St,40.7173964385114,-74.00932775374591,4.5,$$$$,Italian,311
410,_z2_1TE_1brlvljiGtJ4mA,World Trade Center,Aahar Indian Cuisine,10 Murray St,40.71334,-74.0081,4.5,$$,Indian,315
411,MHtbBc2np3sR7jiV9GphNg,World Trade Center,Tribeca's Kitchen,200 Church St,40.7162705535921,-74.00722259279121,4.0,$$,American (New),504
412,pNYcGGAj4AYaExlmrEmfUw,World Trade Center,Harry's,1 Hanover Sq,40.704512,-74.009834,4.0,$$$,Steakhouses,688
413,ooYUO3Pq_qypc1NXFzeLYQ,World Trade Center,City Vineyard,233 West St,40.720558200000006,-74.0118093,4.0,$$,Wine Bars,833
414,ohLIPmzTysowInbte9XhMw,World Trade Center,The Malt House,9 Maiden Ln,40.709659,-74.00926199999999,4.0,$$,Gastropubs,518
415,wP0s8Jv2eFRMfjFj7isYUw,World Trade Center,Mulberry & Vine,73 Warren St,40.7150751,-74.01013420000001,4.0,$$,American (New),316
416,rZIMlQ76I0mXL8uNii_wVg,World Trade Center,Atera,77 Worth St,40.71694,-74.0057,4.5,$$$$,American (New),259
417,ZnhRUBos9FGQZrzbcPn6Vg,World Trade Center,O'Hara's Restaurant and Pub,120 Cedar St,40.7093473589949,-74.0122557367896,4.0,$$,Irish Pub,463
418,0laCKZiHrdM_ZKdhTFbGgg,World Trade Center,Sauce & Barrel,97 Washington St,40.707999,-74.01426509999999,4.0,$$,Bars,410
419,bJdS98j_HTfyg-xUlu6V5A,World Trade Center,Dark Horse,17 Murray St,40.713718,-74.008036,4.0,$$,American (Traditional),395
420,Uv13OfDr0fm5Jk2Dk4uFvQ,World Trade Center,Hank's Juicy Beef,84 Chambers St,40.7143487,-74.0072147,4.5,$$,American (New),249
421,N-M-c8yQFqGW1jn_tdCzPg,World Trade Center,Sam's Falafel Stand,Cedar St And Broadway,40.70903968196271,-74.01133809154429,4.5,$,Falafel,194
422,P2CTp4xyaNCe2AXSiLeOSQ,World Trade Center,The Odeon,145 W Broadway,40.71692,-74.00792,4.0,$$$,American (New),640
423,nm5rcWNmfevNXLNQAITi5w,World Trade Center,Clinton Hall,90 Washington St,40.70803,-74.01486899999999,3.5,$$,Bars,646
424,V75gQDPzAwaqLmjSn-t9DQ,World Trade Center,Eggloo,60 Mulberry St,40.7155497342652,-73.9993924610537,4.0,$,Desserts,896
425,IUvJ8jmojYu1FsOQ0PfFcg,World Trade Center,Aquagrill,210 Spring St,40.7253545576709,-74.0037010931698,4.0,$$$,Seafood,1361
426,6gDUVNZo0E9lxO2DkAhHOQ,World Trade Center,The Greek,458 Greenwich St,40.7237145,-74.0096166,4.5,$$$,Greek,481
427,d-DQwNxs77Pah2ys0q7w1Q,World Trade Center,American Cut Steakhouse Tribeca,363 Greenwich St,40.71915,-74.00994,4.0,$$$$,Steakhouses,583
428,RW-v9cm9rQZS9cSihuXfvw,World Trade Center,Brandy Library,25 N Moore St,40.720073,-74.007227,4.0,$$$,American (New),602
429,uoT2_Wrt1noD6kZOID7tUg,World Trade Center,Jane,100 W Houston St,40.72732,-74.00026,4.0,$$,Breakfast & Brunch,3149
430,8uuMkezIN1c8zGEWkaMRqg,World Trade Center,Los Tacos No. 1,136 Church St,40.714282,-74.008675,4.5,$,Tacos,143
431,MeUq9lombxM9alxs64tejQ,World Trade Center,Pepolino Restaurant,281 W Broadway,40.720756,-74.004885,4.0,$$$,Tuscan,548
432,alFl7eiu6Go-YxZAdp88Fw,World Trade Center,Go! Go! Curry!,12 John St,40.7098966,-74.0090997,4.0,$$,Japanese Curry,364
433,kVrTff8uDMSBAaceBwQ7dg,World Trade Center,Saluggi's,325 Church St,40.720104,-74.003578,4.0,$$,Pizza,558
434,L-IuiVoFMDSw2K6OAciP1g,World Trade Center,Mamoun's Falafel,119 MacDougal St,40.7302874,-74.00043829999998,4.0,$,Middle Eastern,2383
435,t4B9GkAuiYIjFCt9SlK3EQ,World Trade Center,Poke Bowl,104 Fulton St,40.709569,-74.0068345,4.0,$$,Poke,306
436,_0WFGjXuenlBixOlbSlGeQ,World Trade Center,Crown Shy,70 Pine St,40.7063449,-74.0076944,4.5,$$$$,American (New),269
437,3uJ-wOpTZHd4dsIjMbmYgQ,World Trade Center,Thalassa Restaurant,179 Franklin St,40.719308500000004,-74.0095971,4.0,$$$,Seafood,408
438,bdKc4CSJPv-XLgxVwrtPrg,World Trade Center,Forlini's Restaurant,93 Baxter St,40.71695,-73.99956999999999,4.5,$$$,Italian,446
